tiporegistro,codformato,codcolumna,codcaptura,codsubcuenta,signo,valor,periodo
4,205,3,1,15,-,2,02/28/2015 12:00:00 AM
4,205,3,2,5,+,"1,165",02/28/2015 12:00:00 AM
4,205,3,3,5,+,"9,321",02/28/2015 12:00:00 AM
4,205,4,1,5,+,632,02/28/2015 12:00:00 AM
4,205,4,1,10,+,3,02/28/2015 12:00:00 AM
4,205,4,1,15,-,0,02/28/2015 12:00:00 AM
4,205,4,2,5,+,635,02/28/2015 12:00:00 AM
4,205,4,3,5,+,"2,707",02/28/2015 12:00:00 AM
4,205,5,1,5,+,88,02/28/2015 12:00:00 AM
4,205,5,1,10,+,0,02/28/2015 12:00:00 AM
4,205,5,1,20,+,0,02/28/2015 12:00:00 AM
4,205,5,1,25,-,2,02/28/2015 12:00:00 AM
4,205,5,2,5,+,86,02/28/2015 12:00:00 AM
4,205,5,3,5,+,373,02/28/2015 12:00:00 AM
4,205,6,1,5,+,480,02/28/2015 12:00:00 AM
4,205,6,1,10,+,0,02/28/2015 12:00:00 AM
4,205,6,1,20,+,0,02/28/2015 12:00:00 AM
4,205,6,1,25,-,2,02/28/2015 12:00:00 AM
4,205,6,2,5,+,478,02/28/2015 12:00:00 AM
4,205,6,3,5,+,"3,682",02/28/2015 12:00:00 AM
4,205,7,1,5,+,"3,978",02/28/2015 12:00:00 AM
4,205,7,1,10,+,11,02/28/2015 12:00:00 AM
4,205,7,1,15,-,4,02/28/2015 12:00:00 AM
4,205,7,1,20,+,0,02/28/2015 12:00:00 AM
4,205,7,1,25,-,6,02/28/2015 12:00:00 AM
4,205,7,2,5,+,"3,979",02/28/2015 12:00:00 AM
4,205,7,3,5,+,"12,947",02/28/2015 12:00:00 AM
4,205,1,1,5,+,25,01/30/2015 12:00:00 AM
4,205,1,1,10,+,1,01/30/2015 12:00:00 AM
4,205,1,1,15,-,0,01/30/2015 12:00:00 AM
4,205,1,2,5,+,26,01/30/2015 12:00:00 AM
4,205,1,3,5,+,111,01/30/2015 12:00:00 AM
4,205,2,1,5,+,9,01/30/2015 12:00:00 AM
4,205,2,1,10,+,1,01/30/2015 12:00:00 AM
4,205,2,1,15,-,1,01/30/2015 12:00:00 AM
4,205,2,2,5,+,9,01/30/2015 12:00:00 AM
4,205,2,3,5,+,26,01/30/2015 12:00:00 AM
4,205,3,1,5,+,"1,167",01/30/2015 12:00:00 AM
4,205,3,1,10,+,5,01/30/2015 12:00:00 AM
4,205,3,1,15,-,6,01/30/2015 12:00:00 AM
4,205,3,2,5,+,"1,166",01/30/2015 12:00:00 AM
4,205,3,3,5,+,"9,322",01/30/2015 12:00:00 AM
4,205,4,1,5,+,631,01/30/2015 12:00:00 AM
4,205,4,1,10,+,3,01/30/2015 12:00:00 AM
4,205,4,1,15,-,2,01/30/2015 12:00:00 AM
4,205,4,2,5,+,632,01/30/2015 12:00:00 AM
4,205,4,3,5,+,"2,697",01/30/2015 12:00:00 AM
4,205,5,1,5,+,88,01/30/2015 12:00:00 AM
4,205,5,1,10,+,0,01/30/2015 12:00:00 AM
4,205,5,1,20,+,1,01/30/2015 12:00:00 AM
4,205,5,1,25,-,1,01/30/2015 12:00:00 AM
4,205,5,2,5,+,88,01/30/2015 12:00:00 AM
4,205,5,3,5,+,382,01/30/2015 12:00:00 AM
4,205,6,1,5,+,481,01/30/2015 12:00:00 AM
4,205,6,1,10,+,0,01/30/2015 12:00:00 AM
4,205,6,1,20,+,2,01/30/2015 12:00:00 AM
4,205,6,1,25,-,3,01/30/2015 12:00:00 AM
4,205,6,2,5,+,480,01/30/2015 12:00:00 AM
4,205,6,3,5,+,"3,700",01/30/2015 12:00:00 AM
4,205,7,1,5,+,"2,401",01/30/2015 12:00:00 AM
4,205,7,1,10,+,10,01/30/2015 12:00:00 AM
4,205,7,1,15,-,9,01/30/2015 12:00:00 AM
4,205,7,1,20,+,3,01/30/2015 12:00:00 AM
4,205,7,1,25,-,4,01/30/2015 12:00:00 AM
4,205,7,2,5,+,"2,401",01/30/2015 12:00:00 AM
4,205,7,3,5,+,"16,238",01/30/2015 12:00:00 AM
4,205,1,1,5,+,27,06/30/2014 12:00:00 AM
4,205,1,1,10,+,0,06/30/2014 12:00:00 AM
4,205,1,1,15,-,2,06/30/2014 12:00:00 AM
4,205,1,2,5,+,25,06/30/2014 12:00:00 AM
4,205,1,3,5,+,178,06/30/2014 12:00:00 AM
4,205,2,1,5,+,9,06/30/2014 12:00:00 AM
4,205,2,1,10,+,0,06/30/2014 12:00:00 AM
4,205,2,1,15,-,0,06/30/2014 12:00:00 AM
4,205,2,2,5,+,9,06/30/2014 12:00:00 AM
4,205,2,3,5,+,49,06/30/2014 12:00:00 AM
4,205,3,1,5,+,"1,142",06/30/2014 12:00:00 AM
4,205,3,1,10,+,4,06/30/2014 12:00:00 AM
4,205,3,1,15,+,4,06/30/2014 12:00:00 AM
4,205,3,2,5,+,"1,142",06/30/2014 12:00:00 AM
4,205,3,3,5,+,"14,089",06/30/2014 12:00:00 AM
4,205,4,1,5,+,604,06/30/2014 12:00:00 AM
4,205,4,1,10,+,2,06/30/2014 12:00:00 AM
4,205,4,1,15,-,0,06/30/2014 12:00:00 AM
4,205,4,2,5,+,606,06/30/2014 12:00:00 AM
4,205,4,3,5,+,"3,796",06/30/2014 12:00:00 AM
4,205,5,1,5,+,86,06/30/2014 12:00:00 AM
4,205,5,1,10,+,0,06/30/2014 12:00:00 AM
4,205,5,1,20,+,0,06/30/2014 12:00:00 AM
4,205,5,1,25,-,0,06/30/2014 12:00:00 AM
4,205,5,2,5,+,86,06/30/2014 12:00:00 AM
4,205,5,3,5,+,566,06/30/2014 12:00:00 AM
4,205,6,1,5,+,471,06/30/2014 12:00:00 AM
4,205,6,1,10,+,0,06/30/2014 12:00:00 AM
4,205,6,1,20,+,4,06/30/2014 12:00:00 AM
4,205,6,1,25,-,0,06/30/2014 12:00:00 AM
4,205,6,2,5,+,475,06/30/2014 12:00:00 AM
4,205,6,3,5,+,"6,076",06/30/2014 12:00:00 AM
4,205,7,1,5,+,"2,339",06/30/2014 12:00:00 AM
4,205,7,1,10,+,6,06/30/2014 12:00:00 AM
4,205,7,1,15,-,6,06/30/2014 12:00:00 AM
4,205,7,1,20,+,4,06/30/2014 12:00:00 AM
4,205,7,1,25,-,0,06/30/2014 12:00:00 AM
4,205,7,2,5,+,"2,343",06/30/2014 12:00:00 AM
4,205,7,3,5,+,"24,754",06/30/2014 12:00:00 AM
4,205,1,1,5,+,25,07/30/2014 12:00:00 AM
4,205,1,1,10,+,0,07/30/2014 12:00:00 AM
4,205,1,1,15,-,0,07/30/2014 12:00:00 AM
4,205,1,2,5,+,25,07/30/2014 12:00:00 AM
4,205,1,3,5,+,105,07/30/2014 12:00:00 AM
4,205,2,1,5,+,9,07/30/2014 12:00:00 AM
4,205,2,1,10,+,0,07/30/2014 12:00:00 AM
4,205,2,1,15,-,0,07/30/2014 12:00:00 AM
4,205,2,2,5,+,9,07/30/2014 12:00:00 AM
4,205,2,3,5,+,26,07/30/2014 12:00:00 AM
4,205,3,1,5,+,"1,142",07/30/2014 12:00:00 AM
4,205,3,1,10,+,2,07/30/2014 12:00:00 AM
4,205,3,1,15,+,2,07/30/2014 12:00:00 AM
4,205,3,2,5,+,"1,142",07/30/2014 12:00:00 AM
4,205,3,3,5,+,"8,801",07/30/2014 12:00:00 AM
4,205,4,1,5,+,606,07/30/2014 12:00:00 AM
4,205,4,1,10,+,1,07/30/2014 12:00:00 AM
4,205,4,1,15,-,0,07/30/2014 12:00:00 AM
4,205,4,2,5,+,607,07/30/2014 12:00:00 AM
4,205,4,3,5,+,"2,394",07/30/2014 12:00:00 AM
4,205,5,1,5,+,86,07/30/2014 12:00:00 AM
4,205,5,1,10,+,0,07/30/2014 12:00:00 AM
4,205,5,1,20,+,1,07/30/2014 12:00:00 AM
4,205,5,1,25,-,0,07/30/2014 12:00:00 AM
4,205,5,2,5,+,87,07/30/2014 12:00:00 AM
4,205,5,3,5,+,348,07/30/2014 12:00:00 AM
4,205,6,1,5,+,475,07/30/2014 12:00:00 AM
4,205,6,1,10,+,0,07/30/2014 12:00:00 AM
4,205,6,1,20,+,1,07/30/2014 12:00:00 AM
4,205,6,1,25,-,3,07/30/2014 12:00:00 AM
4,205,6,2,5,+,473,07/30/2014 12:00:00 AM
4,205,6,3,5,+,"3,548",07/30/2014 12:00:00 AM
4,205,7,1,5,+,"2,343",07/30/2014 12:00:00 AM
4,205,7,1,10,+,3,07/30/2014 12:00:00 AM
4,205,7,1,15,-,2,07/30/2014 12:00:00 AM
4,205,7,1,20,+,2,07/30/2014 12:00:00 AM
4,205,7,1,25,-,3,07/30/2014 12:00:00 AM
4,205,7,2,5,+,"2,343",07/30/2014 12:00:00 AM
4,205,7,3,5,+,"15,222",07/30/2014 12:00:00 AM
